architecture,name,description,category,link,tipo_arquitectura,tipo_arquitectura_no_cloudfront,services,serverless_found,num_serverless,has_serverless,serverless_faas_found,num_serverless_faas,has_serverless_faas,serverless_compute_found,num_serverless_compute,has_serverless_compute,serverless_event_driven_found,num_serverless_event_driven,has_serverless_event_driven,belongs_edge,belongs_hpc,belongs_serverless,belongs_serverless_faas,belongs_serverless_compute,belongs_serverless_event_driven,belongs_none_analytical,belongs_edge_no_cloudfront,year_video
KywvGM6HVXI,Capillary Technologies: Building an OmniChannel Data Ingestion Platform,"10M events in a day to 10M events in an hour during burstFuture plans of using step functions, move from k8s cluster to EKS",data_ingestion,https://www.youtube.com/watch?v=KywvGM6HVXI,,,"['SQS', 'EC2', 'Lambda', 'UserCompanyDeveloper', 'ApiGateway', 'ALB', 'Kinesis', 'DynamoDB', 'UserConsumerWeb']","['APIGateway', 'DynamoDB', 'Lambda', 'SQS']",4,True,['Lambda'],1,True,[],0,False,[],0,False,False,False,True,True,False,False,False,False,2019
mmM_JnYygZM,SHOPLINE: Building E-Commerce O2O platform on AWS (Cantonese),"E-commers O2O platform. The video focuses on authentication and data synchronization.
    UserCompanyDataStream is MongoDB managed into a private network.
    Easy to extend and reuse existing infrastructure. Good for agile development to quick reach the market.",interactive,https://www.youtube.com/watch?v=mmM_JnYygZM,Edge,Edge,"['CloudWatch', 'UserCompanyDataStream', 'ApiGateway', 'ThirdParty', 'UserConsumerPOS', 'ECS', 'UserConsumerWeb', 'S3']","['APIGateway', 'S3']",2,True,[],0,False,[],0,False,[],0,False,True,False,True,False,False,False,False,True,2020
mxKhbU_ToMs,MindTouch: Modernizing Legacy C Applications to  NET Core on AWS Lambda,"Video describes migration of their monolith app to microservices.
    Some functions are still done by the monolith running on EC2.
    The app running on EC2 emits events (that need to be serviced). These are classified based on topic and sent to various SQS queues for execution.
    The execution pipeline is not described.
    Error handling is done using another SQS queue (Dead Letter Queue) which gets failed events from various SQS queues.
    These failed events are then stored to a database which is accessible by developers using a UI.
    There is a cron job which is triggered periodically and submits failed events back to execution queues for retry.",compute_intensive,https://www.youtube.com/watch?v=mxKhbU_ToMs,,,"['SQS', 'Lambda', 'UserCompanyDeveloper', 'ThirdParty', 'SNS', 'UserConsumerWeb', 'EC2']","['Lambda', 'SNS', 'SQS']",3,True,['Lambda'],1,True,[],0,False,['SNS'],1,True,False,False,True,True,False,True,False,False,2019
_pXybA6832o,Olikka: Self Service Hub with Alexa,"Company focuses on system integration and automation; customers request workspaces that support provision, identity
    Used rekognition because of no knowledge of cv required to use
    Used DynamoDB due to ease of use and latency
    Used numerous Lambda but due to CloudFormation, it's easy to setup
    Future Plan: use Sumerian (?)",interactive,https://www.youtube.com/watch?v=_pXybA6832o,Edge,Edge,"['UserConsumerAlexaGoogleHome', 'StepFunctions', 'Lambda', 'Rekognition', 'DynamoDB', 'DeepLens', 'WorkSpaces', 'S3']","['DynamoDB', 'Lambda', 'S3', 'StepFunctions']",4,True,['Lambda'],1,True,[],0,False,[],0,False,True,False,True,True,False,False,False,True,2019
xKaPAihW_gE,Mission: Gamified Platform Scaling with Amazon EKS,"Fantasy sports platform for fan engagement. Users propose startegies and vote for them while the actual game is played.
    So there are two flows, the strategy submission and voting (so two ALBs).
    System is usually idol except for when games are played which is when system needs to scale.
    Everything is contained within VPC.",compute_intensive,https://www.youtube.com/watch?v=xKaPAihW_gE,,,"['VPC', 'SQS', 'ElastiCache', 'ALB', 'EKS', 'UserConsumerMobile', 'Aurora']",['SQS'],1,True,[],0,False,[],0,False,[],0,False,False,False,True,False,False,False,False,False,2019
nt4lQx6tAI8,The Wall Street Journal: Newsroom Enhances Real-Time Updates With AWS AppSync,"appsync is the core for real time updates. route53 to see where the system is live. Appsync used because users located globally. do they use subscriptions? yes, they do to get the most latest data. make payload as small as possible. multiple datasources can be reached out to.dynamodb is the primary datasource. Raw EC2 spread across availability zones.",interactive,https://www.youtube.com/watch?v=nt4lQx6tAI8,,,"['OpenSearch', 'Lambda', 'Cognito', 'AppSync', 'ELB', 'DynamoDB', 'UserConsumerMobile', 'EC2', 'Route53']","['AppSync', 'DynamoDB', 'Lambda']",3,True,['Lambda'],1,True,[],0,False,[],0,False,False,False,True,True,False,False,False,False,2020
JSBB-BCvavQ,Talabat: Applying the Right Strategies for a Successful Migration,"Aurora as it provides infinite scalability. 5000 orders per day. This is about migration from onpremises to cloud, nothing about the request flow. Future plan to move apps from BeanStalk to EKS",other,https://www.youtube.com/watch?v=JSBB-BCvavQ,,,"['Lambda', 'EKS', 'BeanStalk', 'Aurora', 'EC2']",['Lambda'],1,True,['Lambda'],1,True,[],0,False,[],0,False,False,False,True,True,False,False,False,False,2021
kHPGZOpbnok,"Ookla: Speedtest Intelligence Process 4,000 Reports per Second While Providing Near Real-time Insights",4000 reports per second. 24 hours retention in kinesis. Kinesis: robust scale. 5 petabytes in S3 datalake.,data_ingestion,https://www.youtube.com/watch?v=kHPGZOpbnok,,,"['Athena', 'Lambda', 'RDS', 'Firehose', 'Kinesis', 'RedShift', 'UserConsumerWeb', 'S3']","['Lambda', 'S3']",2,True,['Lambda'],1,True,[],0,False,[],0,False,False,False,True,True,False,False,False,False,2021
a6kqyqTNJM4,Seera Group: Transforming Online Travel Booking with Microservices,S3 for storing images. Lambda to determine where to route traffic. 250 micro services. Monitoring using the third party services deployed on EC2 and also the AWS services like cloud watch.,interactive,https://www.youtube.com/watch?v=a6kqyqTNJM4,Edge,,"['CloudWatch', 'EC2', 'Lambda', 'RDS', 'ThirdParty', 'CloudFront', 'EKS', 'UserConsumerWeb', 'S3']","['Lambda', 'S3']",2,True,['Lambda'],1,True,[],0,False,[],0,False,True,False,True,True,False,False,False,False,2021
zmJ7rL1iQBY,Fidelity Investments: Using Containers at Scale with Amazon EKS,"This video explains how the company manages its large EKS clusters and allows multiple internal teams to share.
    EKS Manager: (internal tool) does cluster provisioning, deploys daemonsets, manages compute/network/storage resources of the cluster.
    Bootstrapper: (internal tool) namespace manager allowing sharing of a large cluster by multiple teams, identity and authentication.
    EKS Connect: (internal tool) wrapper on top of EKS for easy interaction",control,https://www.youtube.com/watch?v=zmJ7rL1iQBY,,,['EKS'],[],0,False,[],0,False,[],0,False,[],0,False,False,False,False,False,False,False,True,False,2019
SpIlpGxuwFM,Northwestern Mutual: Reducing CI CD Cycle Time with Automation Using AWS CDK Serverless Architecture,"Northwestern Mutual: insuarance & financial services company
    System: build a serverless pipeline that allows developers to deploy architectures to AWS safely and securely
    After pushing to CDK, a change set is created, and validated (eg. whether secure, whether have access)
    Monitoring and logging are built into CDK
    Benefit of the system: quick deployment of infra and focus on business logic
    Future Plan: CloudFront static site for easy and safe deployment",other,https://www.youtube.com/watch?v=SpIlpGxuwFM,,,"['CloudWatch', 'Lambda', 'ApiGateway', 'UserCompanyDeveloper', 'ThirdParty', 'SNS', 'KinesisDataStream', 'DynamoDB']","['APIGateway', 'DynamoDB', 'Lambda', 'SNS']",4,True,['Lambda'],1,True,[],0,False,['SNS'],1,True,False,False,True,True,False,True,False,False,2022
wzGYJ6BB0iY,Tata Global Beverages: How a Global CPG Enterprise Built a Secure Foundation for SAP,focus on uptime. lot of migration. on-prem connected to aws. load split up into 2 mumbai zones.,data_ingestion,https://www.youtube.com/watch?v=wzGYJ6BB0iY,,,"['UserConsumerAPI', 'Lambda', 'UserCompanyDataStream', 'ThirdParty', 'ALB', 'UserConsumerMobile', 'GuardDuty', 'UserCompanyAPI']",['Lambda'],1,True,['Lambda'],1,True,[],0,False,[],0,False,False,False,True,True,False,False,False,False,2019
bQqJpjv-FXs,ēdn: Reinventing Indoor Gardening with Interactive Workflows Using AWS IoT Core and Amazon Pinpoint,,data_ingestion,https://www.youtube.com/watch?v=bQqJpjv-FXs,Edge,Edge,"['Lambda', 'UserCompanyDataStream', 'ApiGateway', 'Pinpoint', 'IoTCore', 'UserConsumerMobile']","['APIGateway', 'Lambda']",2,True,['Lambda'],1,True,[],0,False,[],0,False,True,False,True,True,False,False,False,True,2021
jg85DzUZ9Ac,Veritiv: Enable Insights to Forecast Sales Demand on AWS Data Lakes,"Veritiv: in-facility services, packaging, print, publishing, supply chain management
    System: analyze invoices
    CompanyDataStream stores sales data at invoice level
    Benefit of using AWS: use available services without cost in dev; solutions can be quickly delivered; great performance
    Future: use more cloud; use cloudformation to automate and move closer to devops; sagemaker / ml workload
    DataLake: (assumption) S3 buckets because they say that s3 buckets have triggers.",data_ingestion,https://www.youtube.com/watch?v=jg85DzUZ9Ac,,,"['SQS', 'Lambda', 'UserCompanyDataStream', 'VPN', 'DynamoDB', 'RedShift', 'DMS', 'S3']","['DynamoDB', 'Lambda', 'S3', 'SQS']",4,True,['Lambda'],1,True,[],0,False,[],0,False,False,False,True,True,False,False,False,False,2021
a59halVklMI,Ashok Leyland: Running Telematics at Scale,"Manufacturer of commercial vehicles. 150,000 vehicles report data at 6 sec frequency. 350 GB of data per day and process a billion records per day. 350 GB of data each day gets stored in S3 and it is stored for 120 days.",data_ingestion,https://www.youtube.com/watch?v=a59halVklMI,,,"['EMR', 'VPC', 'Athena', 'RDS', 'MSK', 'ThirdParty', 'SageMaker', 'RedShift', 'S3']",['S3'],1,True,[],0,False,[],0,False,[],0,False,False,False,True,False,False,False,False,False,2019
q_5U7z_vNug,"Flutura: Digital Twin - Shaping Operations for Maximizing Yield, Reliability and Net-Zero Goals",EMR to run Spark and HBase and because of scalable architecture for independently scaling compute and storage. Billion records per day. 50k rules evaluation in a minute.,data_ingestion,https://www.youtube.com/watch?v=q_5U7z_vNug,Edge,Edge,"['EMR', 'UserCompanyAnalyst', 'Lambda', 'UserConsumerEdge', 'MSK', 'ThirdParty', 'EC2', 'S3']","['Lambda', 'S3']",2,True,['Lambda'],1,True,[],0,False,[],0,False,True,False,True,True,False,False,False,True,2022
unFVfqj9cQ8,Contino: Measuring and Communicating The Business Impact of Landing Zones with Flight Controller,"Digital transformation consultancy.
    It takes <20 seconds from events being generated to being visualized in Grafana.
    Care about extensibility; just plug into event bridge and add more transformation inside Lambda.",data_ingestion,https://www.youtube.com/watch?v=unFVfqj9cQ8,,,"['SystemsManager', 'Grafana', 'Lambda', 'Timestream', 'DynamoDB', 'CodePipeline', 'ControlTower', 'EventBridge']","['DynamoDB', 'EventBridge', 'Lambda']",3,True,['Lambda'],1,True,[],0,False,['EventBridge'],1,True,False,False,True,True,False,True,False,False,2023
u5AT15mgbHk,The Trade Desk: Realtime Ad Bidding in the Cloud with AWS Global Accelerator LIVE,"AdTech SaaS company.
    Amazon Global Accelerator was there main reason for moving to cloud. It is not designed to be a load balancer but they use it as a load balancer.
    Global Accelerator has an Anycast feature. They use this feature for load balancing across regions.
    Request is routed via global accelerator to one of the EC2s that run Ad Bidder software which service the request.
    For database they are using the AeroSpike (running on EC2) in-memory low-latency high-volume database.
    This needs to be fast because no one wants the ad to take too much time to load.
    S3 is done for long term data storage.",interactive,https://www.youtube.com/watch?v=u5AT15mgbHk,,,"['GlobalAccelerator', 'S3', 'EC2', 'ALB']",['S3'],1,True,[],0,False,[],0,False,[],0,False,False,False,True,False,False,False,False,False,2020
co4_t2gN1T8,AC3: Multi-stage Geospatial Data Lake with Step Functions (LIVE),"Converting manual process using spreadsheets to automated analytics. The geo spatial python libraries are huge and exceed the Lambda sizes - which is taken care by identifying the dependencies for different actions and splitting them up into multiple lambda functions. Concurrent request execution - 500 documents a day, 2 days faster to get the geo tiff file converted to land xml.",interactive,https://www.youtube.com/watch?v=co4_t2gN1T8,,,"['StepFunctions', 'Lambda', 'ApiGateway', 'UserCompanyDeveloper', 'ThirdParty', 'SNS', 'DynamoDB', 'S3']","['APIGateway', 'DynamoDB', 'Lambda', 'S3', 'SNS', 'StepFunctions']",6,True,['Lambda'],1,True,[],0,False,['SNS'],1,True,False,False,True,True,False,True,False,False,2019
ooVtAAoSH2k,CrowdStrike: Analyzing Telemetry Streams to Protect Cloud Endpoints,use cloudformation to setup perms in customer's account and setup cloutrail + metric capture tool. sends data to aws GuardDuty+SecurityHub,data_ingestion,https://www.youtube.com/watch?v=ooVtAAoSH2k,,,"['CloudTrail', 'SQS', 'UserCompanyDeveloper', 'SNS', 'EC2', 'S3']","['S3', 'SNS', 'SQS']",3,True,[],0,False,[],0,False,['SNS'],1,True,False,False,True,False,False,True,False,False,2019
phN08pi3YzY,Fiverr: Simplifying PCI DSS Compliance with Fully Managed Services,"connects between business and freelancer. PCI Compliant system - different account for running the services.
          no db needed, no hsm. configuration of fargate - SSM backed by KMS. GuarDDuty - for more visibility. 
          this makes maintenance way too low.",other,https://www.youtube.com/watch?v=phN08pi3YzY,,,"['Fargate', 'CloudTrail', 'ThirdParty', 'ALB']",['Fargate'],1,True,[],0,False,['Fargate'],1,True,[],0,False,False,False,True,False,True,False,False,False,2020
zqiNLMmEeSo,CloudPlex Media: FullyManaged Serverless Online Video Platform on AWS Korean,"SaaS: provides managed console through S3 web hosting.
    Functions such as upload, transcode, organize, analyze, stats etc. are provided through a REST API (API Gway).
    Graph connections are not described in the video. But it seems like it is just a bunch of functions available on a single console.",interactive,https://www.youtube.com/watch?v=zqiNLMmEeSo,,,"['StepFunctions', 'Transcribe', 'Lambda', 'Translate', 'ApiGateway', 'MediaPackage', 'MediaConvert', 'Fargate', 'MediaLive', 'Rekognition']","['APIGateway', 'Fargate', 'Lambda', 'StepFunctions']",4,True,['Lambda'],1,True,['Fargate'],1,True,[],0,False,False,False,True,True,True,False,False,False,2021
JRDGId6N49E,TRI-AD: Large-Scale and High-Performance Distributed Training Platform,"autonomous driving. safe cars. high compute and storage framework. for scalbility, replication between 2 S3 between regions. service catalog reduces development time.challenges? data and ability to manage large amount of data. shortening sdlc.",compute_intensive,https://www.youtube.com/watch?v=JRDGId6N49E,HPC,HPC,"['ServiceCatalog', 'CloudFormation', 'ThirdParty', 'EC2', 'S3']",['S3'],1,True,[],0,False,[],0,False,[],0,False,False,True,True,False,False,False,False,False,2020
ww5fiygF6eg,Marathon Oil: Automating Drone Image Processing to Monitor Equipment Health,Energy company. Using drones to monitor well pads.,"data_ingestion,interactive",https://www.youtube.com/watch?v=ww5fiygF6eg,Edge,Edge,"['CloudWatch', 'StepFunctions', 'Lambda', 'ThirdParty', 'UserCompanyDrone', 'StorageGateway', 'S3']","['Lambda', 'S3', 'StepFunctions']",3,True,['Lambda'],1,True,[],0,False,[],0,False,True,False,True,True,False,False,False,True,2022
2f_NYiPJQt4,Appway: Securing Sensitive Banking Workflows with Isolated Architecture on AWS,"Provide web applications for financial services institutions, which have tough security requirements.
    use of cloud organizations and aws accounts for isolation of resources, e.g, each customer has its own account.
    Whenever possible, use DevOps tools like TerraForm or Puppet to manage the whole infrastructure as code.
    There are other services not shown in the graph, e.g., AWS Single Sign-On, CloudWatch, CloudTrail, Key Management Service.",control,https://www.youtube.com/watch?v=2f_NYiPJQt4,,,"['Lambda', 'Cognito', 'Organizations', 'ApiGateway', 'ALB', 'ControlTower', 'EC2', 'S2SVPN', 'EFS', 'S3']","['APIGateway', 'EFS', 'Lambda', 'S3']",4,True,['Lambda'],1,True,[],0,False,[],0,False,False,False,True,True,False,False,False,False,2022
dy-drIboyNA,Healthdirect Australia: Using AWS to Connect People with Healthcare,"healthcare. many services. a lot of data. regulations + volume. 90m hits a month from various sources. write and read sections 
    separated. kinesis is for in-order processing - like a data change event. EMR - spark is run inside. 
    why both dynamo and elastic search both? relationships are better handled in elastic search. 
    data is cached for a long time in S3. data has to be retained for 25 years.","data_ingestion,interactive",https://www.youtube.com/watch?v=dy-drIboyNA,,,"['EMR', 'OpenSearch', 'Athena', 'Lambda', 'ApiGateway', 'Kinesis', 'DynamoDB', 'UserConsumerAPI', 'S3']","['APIGateway', 'DynamoDB', 'Lambda', 'S3']",4,True,['Lambda'],1,True,[],0,False,[],0,False,False,False,True,True,False,False,False,False,2019
R-DPMUjZEf4,Logicworks: HIPAA Compliance and SSL Termination with Thousands of Certificates,"Company: provide compliance services to health care and finance
    Transformed from on-premise to cloud
    Requirements: 
    - IP address needs to be fixed for white listing (solved by NLB)
    - Large volume (tens of thousands) of SSL termination (solved by HAProxy at first EC2)
    ELB used to load balance between different apps (used rather than ALB due to TCP mode)",other,https://www.youtube.com/watch?v=R-DPMUjZEf4,,,"['EC2', 'RDS', 'ELB', 'NLB', 'UserConsumerWeb']",[],0,False,[],0,False,[],0,False,[],0,False,False,False,False,False,False,False,True,False,2019
pZ7Lr94noLo,Aventri: SaaS Solution for Event Management,"Event management software (real-workload event, not in CS sense).
    Has done 30K meetings, log 100K hours video/audios (<6 months?)",interactive,https://www.youtube.com/watch?v=pZ7Lr94noLo,,,"['SQS', 'Lambda', 'ApiGateway', 'Chime', 'DynamoDB', 'Fargate', 'UserConsumerWeb', 'S3']","['APIGateway', 'DynamoDB', 'Fargate', 'Lambda', 'S3', 'SQS']",6,True,['Lambda'],1,True,['Fargate'],1,True,[],0,False,False,False,True,True,True,False,False,False,2022
-ahWdCysMYw,Summit Technology Group: Building a Data Consumption Model for Multi-Tenant Applications,"Multitenant SaaS application. Data isolation necessary because it deals with loans.
key insight: hybrid architecture of providing a multitenant SaaS service on top of AWS, while letting users bring their data in.
is saas or multiaccount.",interactive,https://www.youtube.com/watch?v=-ahWdCysMYw,,,"['TransitGateway', 'UserCompanyAnalyst', 'ThirdParty', 'EKS', 'VPN', 'QuickSight', 'ControlTower', 'Aurora']",[],0,False,[],0,False,[],0,False,[],0,False,False,False,False,False,False,False,True,False,2023
2XVgpMwY5iE,Keen Eye: Building Deep Learning Models for Digital Pathology Image Analysis,5TB of data per project30 times faster ML trainingcost reduction upto 30%need AWS to be HDS compliant - data needs to reside in same region,data_ingestion,https://www.youtube.com/watch?v=2XVgpMwY5iE,HPC,HPC,"['UserCompanyDataStream', 'IAM', 'UserCompanyAgent', 'FSX', 'EKS', 'SageMaker', 'S3']",['S3'],1,True,[],0,False,[],0,False,[],0,False,False,True,True,False,False,False,False,False,2021
0gNMEyei-co,Infor: Ingest and Analyze Millions of Application Events Daily for Compliance Violations,"Infor: business cloud software provider
    Infor Governance, Risk and Compliance: address risk and compliance for customers
    Customers have hundreds of apps which generate data
    There are scheduled glue jobs that do ETL transformation on the data and put back into S3
    Scale: For each customer, it can be millions of records; there are hundreds of customers",data_ingestion,https://www.youtube.com/watch?v=0gNMEyei-co,,,"['EMR', 'SQS', 'EventBridge', 'UserCompanyDataStream', 'ThirdParty', 'Kinesis', 'Fargate', 'Aurora', 'S3']","['EventBridge', 'Fargate', 'S3', 'SQS']",4,True,[],0,False,['Fargate'],1,True,['EventBridge'],1,True,False,False,True,False,True,True,False,False,2020
J4vHfpL66Zk,Lean Grids Services: Adaptable Data Platform Based on a Serverless Architecture Spanish,"maintenance and adaptive solution. data always ends up in s3. have a datalake. batch oriented processing. sagemaker for ml.
    main motto adaptation and agile.",data_ingestion,https://www.youtube.com/watch?v=J4vHfpL66Zk,,,"['EMR', 'Athena', 'StepFunctions', 'SageMaker', 'Kinesis', 'RedShift', 'QuickSight', 'DMS', 'UserConsumerAPI', 'S3']","['S3', 'StepFunctions']",2,True,[],0,False,[],0,False,[],0,False,False,False,True,False,False,False,False,False,2021
lecbHMBD8KQ,Kaleido: Blockchain Cloud at AWS Speed,"This video explains how Kaleido can be used to build DApps on the cloud.
    Unlike other studies, here the AWS services are intereacting with Kaleido's services to interact with a blockchain.
    The services in the graph are just shown for a minimal example. A real application can have much more complex architecture.",other,https://www.youtube.com/watch?v=lecbHMBD8KQ,,,"['CloudWatch', 'SQS', 'Lambda', 'KMS', 'PrivateLink', 'ThirdParty', 'S3']","['Lambda', 'S3', 'SQS']",3,True,['Lambda'],1,True,[],0,False,[],0,False,False,False,True,True,False,False,False,False,2019
HrYfdnPp6qs,STAX: AWS Automated Data Analytics,"ADA (their tool) uses S3 as the common data store.
Actually over 25 services. Video is a carved out subsystem. (Is this true for other systems as well? Could we miss large patterns because of this?)
Comprehend is a super important tool for them because they use it to strip PII data.
Because Glue and Athena are serverless, they only pay for the queries they want to run, and consequently the data they want to ingest.",data_ingestion,https://www.youtube.com/watch?v=HrYfdnPp6qs,Edge,,"['Glue', 'UserCompanyAnalyst', 'Cognito', 'Comprehend', 'S3', 'ThirdParty', 'CloudFront', 'Athena']",['S3'],1,True,[],0,False,[],0,False,[],0,False,True,False,True,False,False,False,False,False,2023
uQFtb0iMC_s,AWS Solutions: Media Analysis,"why step functions? a) Allows to run multiple AI services based on media type.  b) Extensibility for customer. 'exactly why Step Functions was used': developer can add a branch e.g. send to SageMaker/Textract and send to elasticsearch.
    HACK & LIMITATION: Transcribe has limitation of audio size. Use MediaConvert to extract audio from video to bypass this limitation.
    any persistence layer is fine (no particular need for opensearch/elasticsearch), e.g., since the output is JSON, could be stored in S3 and query with Athena.",data_ingestion,https://www.youtube.com/watch?v=uQFtb0iMC_s,,,"['OpenSearch', 'StepFunctions', 'Lambda', 'Transcribe', 'Comprehend', 'S3', 'MediaConvert', 'Rekognition']","['Lambda', 'S3', 'StepFunctions']",3,True,['Lambda'],1,True,[],0,False,[],0,False,False,False,True,True,False,False,False,False,2019
Q6r_QbYXFpg,SynchroNet: Extending User Automation and Amazon WorkSpaces Provisioning with AWS Step Functions,"SynchroNet: Consulting partner that helps with provisioning and automation of Amazon workspace
    Administrator can setup workspace provisioning, end users can do self-service on workspace
    When starting workspace, the step function waits until the workspace is up and healthy before it sends invitation to user
    Scale: thousands of workspaces",other,https://www.youtube.com/watch?v=Q6r_QbYXFpg,,,"['SQS', 'StepFunctions', 'Lambda', 'Cognito', 'RDS', 'ApiGateway', 'ThirdParty', 'WorkSpaces', 'S3']","['APIGateway', 'Lambda', 'S3', 'SQS', 'StepFunctions']",5,True,['Lambda'],1,True,[],0,False,[],0,False,False,False,True,True,False,False,False,False,2019
Cw26CrJUqv8,Salesforce: Automating SaaS Application Connectivity,ease of setup for customers to connect to public clouds,other,https://www.youtube.com/watch?v=Cw26CrJUqv8,,,"['TransitGateway', 'Lambda', 'ApiGateway', 'ThirdParty', 'PrivateLink', 'SNS', 'EKS', 'DynamoDB', 'UserConsumerWeb']","['APIGateway', 'DynamoDB', 'Lambda', 'SNS']",4,True,['Lambda'],1,True,[],0,False,['SNS'],1,True,False,False,True,True,False,True,False,False,2021
WtCfHP6rUAY,Coople: Serverless CQRS and Event Sourcing,"Digital staff platform.
    Migrate CQRS from traditional datacenters to AWS. Specifically mentions the event store is migrated from MySQL to DynamoDB.
    Interesting modular fan-out design: events go to SNS (FIFO); every service that subscribe events by letting SNS (FIFO) sends notifications to SQS (FIFO).
    Previously used SNS and SQS without FIFO; by switching to FIFO, they can remove the components for ordering.","interactive,control",https://www.youtube.com/watch?v=WtCfHP6rUAY,,,"['SQS', 'Lambda', 'UserCompanyDataStream', 'SNS', 'DynamoDB', 'UserCompanyAPI', 'S3']","['DynamoDB', 'Lambda', 'S3', 'SNS', 'SQS']",5,True,['Lambda'],1,True,[],0,False,['SNS'],1,True,False,False,True,True,False,True,False,False,2022
9Cg81Xgg7LQ,Pushpay Holdings Ltd : Strangling a Monolithic Application While Moving to Microservices on AWS,"Originally Windows + SQL server, scale up and resolve resilience issues by moving to microservices
    Platform: user management",other,https://www.youtube.com/watch?v=9Cg81Xgg7LQ,,,"['ThirdParty', 'XRay', 'Kinesis', 'DynamoDB', 'ECS', 'EC2']",['DynamoDB'],1,True,[],0,False,[],0,False,[],0,False,False,False,True,False,False,False,False,False,2019
kD57QUn5myc,AWS Solutions:  AI Powered Speech Analytics for Amazon Connect,"DynamoDB, as a NonSQL database, enables the mapping between customer and call transcription
    Translate provides real time translation (helpful for call centers distributed geographically)
    Comprehend provides real time context (eg. if customer satisfied)",other,https://www.youtube.com/watch?v=kD57QUn5myc,,,"['Transcribe', 'Lambda', 'Comprehend', 'Translate', 'UserCompanyAgent', 'Kinesis', 'DynamoDB', 'UserConsumerMobile', 'Connect', 'S3']","['DynamoDB', 'Lambda', 'S3']",3,True,['Lambda'],1,True,[],0,False,[],0,False,False,False,True,True,False,False,False,False,2020
XgJUsBDQILQ,Klika Tech and Stonehenge: Smart Apartments with Alexa  AWS IoT Special Episode,"UserConsumerIoT is a custom board running Amazon Free RTOS
    IoT device communicates with IoT core using MQTT with certificate-based authentication
    IoT Core has a shadow service that remembers the state of the device
    IoT Core has a device registry that stores information like location of device, etc.
    Reason for storing data in both ElasticSearch and IoTAnalytics is that the former provides real time data access, while the latter provides a more aggregated view

    The company also uses AWS for enterprise backup and restoration. 
    They also nightly backup financial data to a SQL instance for future presentation.",data_ingestion,https://www.youtube.com/watch?v=XgJUsBDQILQ,Edge,Edge,"['OpenSearch', 'AlexaForBusiness', 'IoTAnalytics', 'Lambda', 'RDS', 'IoTCore', 'DynamoDB', 'QuickSight', 'UserConsumerIOT']","['DynamoDB', 'Lambda']",2,True,['Lambda'],1,True,[],0,False,[],0,False,True,False,True,True,False,False,False,True,2019
k7h0jpLcWdE,Carano Software Solutions: Accelerate Adoption of Microservices with Serverless,Time to market was there main driver for moving to cloud. Cloud helps them ship faster.,interactive,https://www.youtube.com/watch?v=k7h0jpLcWdE,,,"['SQS', 'Lambda', 'ApiGateway', 'SNS', 'DynamoDB', 'ECS', 'UserConsumerWeb', 'S3']","['APIGateway', 'DynamoDB', 'Lambda', 'S3', 'SNS', 'SQS']",6,True,['Lambda'],1,True,[],0,False,['SNS'],1,True,False,False,True,True,False,True,False,False,2019
gpWR5JBC64A,FoodHub: Enabling Massive Scale Order Processing with Serverless Architecture,,"data_ingestion,interactive",https://www.youtube.com/watch?v=gpWR5JBC64A,,,"['Lambda', 'AppSync', 'UserCompanyAgent', 'Kinesis', 'DynamoDB', 'QuickSight', 'UserConsumerMobile', 'S3']","['AppSync', 'DynamoDB', 'Lambda', 'S3']",4,True,['Lambda'],1,True,[],0,False,[],0,False,False,False,True,True,False,False,False,False,2022
OWLGK-eVrTw,Heimdall Data: Query Caching Without Code Changes,"ISV working with Amazon to provide a proxy. performance and scale important. no work on the client side for confiduration. cache sits on the proxy as L1. in addition, elasticache used too.",interactive,https://www.youtube.com/watch?v=OWLGK-eVrTw,,,"['ElastiCache', 'RDS', 'Lambda', 'ThirdParty', 'NLB', 'UserConsumerAPI']",['Lambda'],1,True,['Lambda'],1,True,[],0,False,[],0,False,False,False,True,True,False,False,False,False,2020
b93-zn-DtBw,JD Power: Building a Rankings  Insights Engine with Data Lakes  Machine Learning on AWS,Terabytes of data,data_ingestion,https://www.youtube.com/watch?v=b93-zn-DtBw,,,"['Athena', 'Glue', 'Lambda', 'Cognito', 'SageMaker', 'RedShift', 'Fargate', 'UserConsumerWeb', 'S3']","['Fargate', 'Lambda', 'S3']",3,True,['Lambda'],1,True,['Fargate'],1,True,[],0,False,False,False,True,True,True,False,False,False,2020
lTSZT10JMQA,Klap: How to Build a Video Clipping Pipeline in Serverless (French),"automated editing. used for sports betting, statistics. prev theyjust used S3. 50 gigs for 2 hr video.
    reliability was an issue. thus, used lambda as they couldnt store on hardware. all images from video processed at same time.
    why lambda? reliable, distributed, scalable, regardless of amount of video. constant adjustments depending on data. why ecs and ec2 - they do the actually editing.
    why not lambda? cant have a computation that lasts less than 20 mins. ecs and ec2 because last step not that expensive. 1 to 5 mil images per day for less than 10000 euros.",compute_intensive,https://www.youtube.com/watch?v=lTSZT10JMQA,Edge,Edge,"['StepFunctions', 'Lambda', 'UserCompanyDataStream', 'UserConsumerTV', 'ECS', 'EC2', 'S3']","['Lambda', 'S3', 'StepFunctions']",3,True,['Lambda'],1,True,[],0,False,[],0,False,True,False,True,True,False,False,False,True,2020
